Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;;;;;;;;;;;;;;;;;;;;
26.08.02;0318.F001;;Wasserführender Grenzgraben > 1 mm , einseitig;Linie;;;;;;;;;;;;;;;;;;;;;
26.08.02;0318.F002;;Wasserführender Grenzgraben < 1 mm , einseitig;Linie;;;;;;;;;;;;;;;;;;;;;
27.10.03;0319.0000;2.6.4.10;Trockener Grenzgraben;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0321.0000;2.6.4.4;Futtermauer, Stützmauer als Grenzmauer;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0323.0000;2.6.4.5;Spundmauer als Grenzeinrichtung;Linie;;;;;;;;;;;;;;;;;;;;;
27.06.02;0329.0000;2.6.4.11;Trennstrich für überspringende Grenzeinrichtung;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;0356.0000;2.7.4.9;Hecktor;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;0411.0000;2.2.3.1;Höhenlinie - 20 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0411.0000;2.2.3.1;Höhenlinie - 20 Meter;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0412.0000;2.2.3.2;Höhenlinie - 10 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0412.0000;2.2.3.2;Höhenlinie - 10 Meter;Text;;;;;;;;;;;;;;;;;;;;;
06.06.03;0413.0000;2.2.3.3;Höhenlinie - 5 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0413.0000;2.2.3.3;Höhenlinie - 5 Meter;Text;;;;;;;;;;;;;;;;;;;;;
06.06.03;0414.0000;2.2.3.4;Höhenlinie - 2,5 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0414.0000;2.2.3.4;Höhenlinie - 2,5 Meter;Text;;;;;;;;;;;;;;;;;;;;;
06.06.03;0415.0000;2.2.3.5;Höhenlinie - 1 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0415.0000;2.2.3.5;Höhenlinie - 1 Meter;Text;;;;;;;;;;;;;;;;;;;;;
06.06.03;0416.0000;2.2.3.6;Höhenlinie - 0,5/0.25 Meter;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0416.0000;2.2.3.6;Höhenlinie - 0,5/0.25 Meter;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0431.0000;2.2.2.1;Höhenpunkt;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0431.0001;2.2.2.1;Höhenpunkt, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0431.F001;;Urgelände;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0431.F001;;Urgelände, Text;Text;;;;;;;;;;;;;;;;;;;;;
18.07.03;0435.0000;2.2.2.2;Einzelhöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
09.12.03;0435.0001;2.2.2.2;Einzelhöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
09.12.03;0435.F001;;Straßenhöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F001;;Straßenhöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F002;;Sohlhöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F002;;Sohlhöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F003;;Höhe no DGM;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F003;;Höhe no DGM, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F004;;terrestrisch gemessene Höhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F004;;terrestrisch gemessene Höhe,Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F005;;Höhenpunkt Laserscan;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F005;;Höhenpunkt Laserscan, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F006;;Höhenpunkt Orthophotohöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.09;0435.F006;;Höhenpunkt Orthophotohöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;0435.F007;;Höhenpunkt Bauwerksunterkante;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;0435.F007;;Bauwerkshöhen Unterkante;Text;;;;;;;;;;;;;;;;;;;;;
09.12.03;0441.0000;2.2.4;Fels;Linie;;;;;;;;;;;;;;;;;;;;;
06.06.03;0462.0000;2.2.5;Steilrand;Linie;;;;;;;;;;;;;;;;;;;;;
19.06.02;0463.0000;2.2.1.8;Befestigte Böschung;Linie;;;;;;;;;;;;;;;;;;;;;
09.12.03;0463.0000;2.2.1.8;Befestigte Böschung;Text;;;;;;;;;;;;;;;;;;;;;
09.12.03;0463.F001;;Pflasterkante;Linie;;;;;;;;;;;;;;;;;;;;;
18.06.03;0474.0000;2.3.9.2;Spundwand;Linie;;;;;;;;;;;;;;;;;;;;;
19.06.02;0481.0000;2.2.1.1;Deutliche Böschungsoberkante;Linie;;;;;;;;;;;;;;;;;;;;;
19.06.02;0482.0000;2.2.1.3;Undeutliche Böschungsoberkante;Linie;;;;;;;;;;;;;;;;;;;;;
19.06.02;0484.0000;2.2.1.2;Deutliche Böschungsunterkante;Linie;;;;;;;;;;;;;;;;;;;;;
19.06.02;0485.0000;2.2.1.4;Undeutliche Böschungsunterkante;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;0486.0000;;Böschung (Schraffen);Flaeche;;;;;;;;;;;;;;;;;;;;;
19.06.02;0486.0000;2.2.1.6;Böschung (Schraffen);Linie;;;;;;;;;;;;;;;;;;;;;
07.04.09;0486.F001;;Böschung (Schraffen), verdeckt;Linie;;;;;;;;;;;;;;;;;;;;;
03.03.03;0611.0000;3.1.1;Stadtgemeinde;Text;;;;;;;;;;;;;;;;;;;;;
03.03.03;0612.0000;3.1.2;Landgemeinde;Text;;;;;;;;;;;;;;;;;;;;;
03.03.03;0617.0000;3.1.3;Stadtbezirk;Text;;;;;;;;;;;;;;;;;;;;;
03.03.03;0618.0000;3.1.4;Gemarkungsname;Text;;;;;;;;;;;;;;;;;;;;;
03.03.03;0646.0000;3.1.5;Gewannbezeichnung Lagebezeichnung;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0000;1.4.1;Gitternetzlinien;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0000;1.4.1;Gitterkreuz;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0001;;Schneiderahmen / Faltmarkierung;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0002;;Heftrand;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0003;;Koordinatenrahmen;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0004;;Innenrahmen;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0005;;Gitternetzbeschriftung;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0006;;Eckpunktbeschriftung;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.0007;;Information im Schneiderahmen;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F004;;Paßecken, Deckfolie;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F005;;Blattumrandung;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F006;;Blattüberlappung;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F007;;Stempel, dick;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F008;;Stempel, mittel;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F009;;Stempel, dünn;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F010;;Rahmen, dünn-gestrichelt;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F011;;Rahmen, Beschriftung mittel;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;0719.F012;;Rahmen, Beschriftung klein;Text;;;;;;;;;;;;;;;;;;;;;
03.03.03;0733.0000;3.2.10;Richtungshinweise im Kartenrahmen;Text;;;;;;;;;;;;;;;;;;;;;
27.10.03;1011.0000;2.4.1.1;Hochhausbegrenzungslinie;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;1012.0000;;Öffentliches Gebäude;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;1012.F001;;Wohngebäude;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;1013.F001;;Wirtschaftsgebäude;Linie;;;;;;;;;;;;;;;;;;;;;
27.10.03;1014.0000;2.4.1.4;Offene Begrenzungslinie eines Gebäudes;Linie;;;;;;;;;;;;;;;;;;;;;
27.10.03;1016.0000;2.4.1.5;Begrenzungslinie eines unterirdischen Gebäudes;Linie;;;;;;;;;;;;;;;;;;;;;
27.10.03;1017.0000;2.4.1.6;Begrenzungslinie eines zerstörten Gebäudes;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1017.0000;2.4.1.6;Begrenzungslinie eines zerstörten Gebäudes;Text;;;;;;;;;;;;;;;;;;;;;
27.10.03;1019.0000;2.4.4.8;Gebäudeverbindungsgang;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1019.0000;2.4.4.8;Gebäudeverbindungsgang;Text;;;;;;;;;;;;;;;;;;;;;
25.06.02;1031.0000;2.4.2.1;Hausnummer;Text;;;;;;;;;;;;;;;;;;;;;
25.06.02;1033.0000;2.4.2.2;Anzahl der Vollgeschosse;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;1041.0000;2.4.4.2;Durchfahrt im Gebäude;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1042.0000;2.4.4.3;Durchfahrt an überbauten Verkehrsstraßen;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1042.0000;2.4.4.3;Durchfahrt an überbauten Verkehrsstraßen;Text;;;;;;;;;;;;;;;;;;;;;
25.06.02;1043.0000;2.4.4.5;Arkaden;Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1043.0000;2.4.4.5;Arkaden;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;1044.F001;2.4.5.3;Freitreppe;Linie;;;;;;;;;;;;;;;;;;;;;
27.10.03;1045.0000;2.4.4.1;Markierung für  Überdachung, offene Halle, Durchfahrt;Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1046.0000;2.4.4.6;Aufgeständertes Haus;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1046.0000;2.4.4.6;Aufgeständertes Haus;Text;;;;;;;;;;;;;;;;;;;;;
25.06.02;1047.0000;2.4.4.4;Auskragende Geschosse;Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1047.0000;2.4.4.4;Auskragende Geschosse;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;1048.0000;;Treppenunterkante (Freitreppe);Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1049.0000;2.4.4.9;Rampe;Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1049.0000;2.4.4.9;Rampe;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;1056.0000;2.4.2.5;Höhenangaben an Gebäuden;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;1056.0000;2.4.2.5;Höhenangaben an Gebäuden;Text;;;;;;;;;;;;;;;;;;;;;
07.04.04;1056.F001;;Firsthöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.04;1056.F001;;Firsthöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
07.04.04;1056.F002;;Traufhöhe;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.04;1056.F002;;Traufhöhe, Text;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;1061.0000;2.4.3.1;Schraffur für Gebäude (50 gon);Flaeche;;;;;;;;;;;;;;;;;;;;;
25.10.01;1061.0000;2.4.3.1;Schraffur für Gebäude (50 gon);Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1063.0000;2.4.3.2;Parallelschraffur für Gebäude;Flaeche;;;;;;;;;;;;;;;;;;;;;
25.10.01;1063.0000;2.4.3.2;Parallelschraffur für Gebäude;Linie;;;;;;;;;;;;;;;;;;;;;
25.06.02;1071.0000;2.4.2.3;Kennzeichnung der Dachformen;Text;;;;;;;;;;;;;;;;;;;;;
07.04.04;1072.0000;2.4.2.4;Firstlinie;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;1141.F001;2.4.6.1;Kirche;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;1141.F001;;Kirche;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;1142.F001;;Synagoge;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;1142.F001;2.4.6.2;Synagoge;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;1143.F001;;Kapelle;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;1143.F001;2.4.6.3;Kapelle;Text;;;;;;;;;;;;;;;;;;;;;
18.06.03;1194.F001;2.4.6.4;U - Bahnhof;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;1194.F001;2.4.6.4;U - Bahnhof;Text;;;;;;;;;;;;;;;;;;;;;
18.06.03;1195.F001;2.4.6.5;S - Bahnhof;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;1195.F001;2.4.6.5;S - Bahnhof;Text;;;;;;;;;;;;;;;;;;;;;
18.06.03;1208.0000;2.4.5.1;Zufahrt, Einfahrt;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.04;1208.F001;2.4.5.1;Linie Zufahrt;Linie;;;;;;;;;;;;;;;;;;;;;
25.10.01;1209.0000;2.4.5.2;Zugang, Eingang;Punkt;;;;;;;;;;;;;;;;;;;;;
07.04.04;1209.F001;2.4.5.2;Eingang, vorgelagerte Stufe;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;1472.F001;2.5.9.6;Rastanlage;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;1475.F001;;Parkplatz mit Kiosk/WC;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;1731.F001;2.5.9.5;Tankstelle;Punkt;;;;;;;;;;;;;;;;;;;;;
07.08.02;1731.F002;;Zapfsäule;Punkt;;;;;;;;;;;;;;;;;;;;;
07.08.02;1731.F003;;Luftsäule und Staubsauger;Punkt;;;;;;;;;;;;;;;;;;;;;
07.08.02;1731.F004;;Lüftungsamatur;Punkt;;;;;;;;;;;;;;;;;;;;;
07.08.02;1731.F005;;Wasserhahn;Punkt;;;;;;;;;;;;;;;;;;;;;
20.06.03;1732.0000;2.5.9.7;Tank- und Rastanlage;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;1771.F001;2.7.3.5;Bergwerk in Betrieb;Punkt;;;;;;;;;;;;;;;;;;;;;
20.06.03;1772.0000;2.7.3.7;Bergwerk, außer Betrieb;Punkt;;;;;;;;;;;;;;;;;;;;;
20.06.03;1773.0000;2.7.3.6;Bergwerk, vorübergehend stillgelegt;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;2361.F001;;Parkhaus;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;2361.F001;;Parkhaus;Text;;;;;;;;;;;;;;;;;;;;;
18.06.03;2362.F001;2.4.6.7;Parkdeck;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;2362.F001;;Parkdeck;Text;;;;;;;;;;;;;;;;;;;;;
18.06.03;2363.F001;2.4.6.8;Tiefgarage;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;2363.F001;;Tiefgarage;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;2369.F001;;Parkplatz und WC;Punkt;;;;;;;;;;;;;;;;;;;;;
20.06.03;2371.0000;2.7.4.6;Brückenwaage;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;2371.0000;2.7.4.6;Brückenwaage;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;2372.F001;2.7.4.8;Parkscheinautomat;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;2513.F001;2.5.5.8;Pumpe;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;2514.0000;2.5.5.14;Wasserturm;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;2514.0000;2.5.5.14;Wasserturm;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;2572.0000;2.5.7.1;Gasometer;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;2572.0000;2.5.7.1;Gasometer;Text;;;;;;;;;;;;;;;;;;;;;
25.10.01;2573.F001;;Schaltkasten, Gas;Punkt;;;;;;;;;;;;;;;;;;;;;
06.06.03;3141.0000;2.2.7.28;Steinbruch;Flaeche;;;;;;;;;;;;;;;;;;;;;
06.06.03;3141.0000;2.2.7.28;Steinbruch;Punkt;;;;;;;;;;;;;;;;;;;;;
06.06.03;3141.0000;2.2.7.28;Steinbruch;Text;;;;;;;;;;;;;;;;;;;;;
06.06.03;3161.0000;2.2.7.30;Kohletagebau;Flaeche;;;;;;;;;;;;;;;;;;;;;
06.06.03;3161.0000;2.2.7.30;Kohletagebau;Punkt;;;;;;;;;;;;;;;;;;;;;
06.06.03;3161.0000;2.2.7.30;Kohletagebau;Text;;;;;;;;;;;;;;;;;;;;;
28.01.04;3171.0000;2.2.7.16;Torfstich;Flaeche;;;;;;;;;;;;;;;;;;;;;
06.06.03;3171.0000;2.2.7.16;Torfstich;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;3171.0000;2.2.7.16;Torfstich;Text;;;;;;;;;;;;;;;;;;;;;
20.06.03;3191.0000;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;;;;;;;;;;;;;;;;;;;;;
25.10.01;3195.0000;2.5.9.4;Erdgasförderstelle;Punkt;;;;;;;;;;;;;;;;;;;;;
20.06.03;3196.0000;2.7.3.8;Bergbauschacht (eckig);Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3403.F001;;Oberirdische Leitungen;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3411.F001;;Brunnen;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3421.F001;;Wasser, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3421.F001;;Wasser, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;3422.F001;;Fernwasser, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3423.F001;2.5.1.1;Wasser, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3424.F001;;Fernwasser, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3426.F001;2.5.3.3;Wasser, Merkzeichen;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3426.F001;;Wasser, Merkzeichen, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3427.F001;2.5.5.3;Hydrant, Oberflur;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3428.F001;2.5.5.4;Hydrant, Unterflur;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3429.F001;2.5.3.1;Wasser, Schieberkappe;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3429.F001;;Wasser, Schieberkappe, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;3432.F001;;Gas, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3433.F001;;Gas, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3433.F001;;Gas, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3434.F001;2.5.3.6;Gas, Merkzeichen;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3434.F001;;Gas, Merkzeichen, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3435.F001;2.5.3.2;Gas, Schieberkappe;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3435.F001;;Gas, Schieberkappe, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3441.F001;2.5.2.3;Leitung, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3442.F001;2.5.1.3;Leitung, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3443.F001;2.5.3.4;Merkstein, Energie;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3443.F001;;Merkstein Elektroversorgung;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;3444.F001;;Hochspannungsleitung, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3444.F001;;Leitung, oberidrisch, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3445.F001;2.5.1.13;Ummantelung, Elektroleitung;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3445.F002;2.5.1.13;Ummantelung, Gas;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3445.F003;2.5.1.13;Ummantelung, Fernmeldewesen;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3445.F004;2.5.1.13;Ummantelung, sonstiges;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3446.F001;;Hochspannungsleitung, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3446.F001;;Leitung, unterirdisch, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3447.F001;2.5.6.5;Umformer;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3448.F001;2.5.3.5;Elektropfeil;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3448.F001;;Merkstein Hochspannungsleitung;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3448.F002;;Merkstein, Elektro;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3449.F001;2.5.8.6;Kabelformstein;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3451.F001;2.5.4.2;Stahlrohrmast ohne Zuordnung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3451.F002;2.5.4.2;Stahlrohrmast / Bahn;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3451.F003;2.5.4.2;Stahlrohrmast / Energie;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3452.F001;2.5.4.3;Stahlbetonmast ohne Zuordnung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3452.F002;2.5.4.3;Stahlbetonmast / Bahn;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3452.F003;2.5.4.3;Stahlbetonmast / Energie;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3453.F001;2.5.4.1;Gittermast ohne Zuordnung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3453.F002;2.5.4.1;Gittermast / Bahn;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3453.F003;2.5.4.1;Gittermast / Energie;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3454.F001;2.5.4.6;Stahlgittermast ohne Leitung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3455.F001;2.5.4.5;Doppelmast;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3456.F001;2.5.4.4;Holzmast ohne Zuordnung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3456.F002;2.5.4.4;Holzmast / Bahn;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3456.F003;2.5.4.4;Holzmast / Energie;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3464.F001;;Rohölleitung, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3465.F001;;Rohölleitung, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3466.F001;;Rohölleitung, Merkstein, Beschriftung;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3466.F001;;Rohölleitung, Merkstein, Beschriftung;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;3471.F001;;Heitzungsanlagen, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3472.F001;;Heitzungsanlagen, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
10.06.09;3473.F001;;Heizungsanlagen, Merkstein;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3474.F001;;Schacht rund, Fernwärme;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3474.F002;;Schacht rund, Gas;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3474.F003;;Kontrollschacht rund;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3474.F004;;Kontrollschacht eckig;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3475.F001;2.5.2.9;Fernwärme, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3475.F001;2.5.2.9;Leitung oberirdisch, Fernwärme;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3476.F001;2.5.1.9;Fernwärme, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3476.F001;2.5.1.9;Leitung unterirdisch, Fernwärme;Text;;;;;;;;;;;;;;;;;;;;;
10.06.09;3477.F001;;Merkstein, Fernheizleitung;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3481.F001;2.5.2.10;Fernmeldewesen, oberirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3481.F001;2.5.2.10;Beschriftung, Leitung oberirdisch, Fernmeldewesen;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3482.F001;2.5.1.10;Fernmeldewesen, unterirdisch;Linie;;;;;;;;;;;;;;;;;;;;;
27.08.02;3482.F001;2.5.1.10;Beschriftung, Leitung unterirdisch, Fernmeldewesen;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F001;2.5.3.11;Merkstein, Fernmeldewesen;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3483.F001;;Merkstein Fernmeldewesen;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F002;;Muffe, einfach;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F003;;Kondensatormuffe;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F004;;Verbindungsmuffe;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F005;;Abzweigmuffe;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F006;;Kabelreserve (Omega);Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F007;;Verteilerkasten, Fernmeldewesen;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F008;;Kabelmarker;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F009;;Kabelreserve (unendlich);Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3483.F009;;Kabelreserve (unendlich);Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3484.F001;2.5.8.4;Schacht rund, Fernmeldewesen;Punkt;;;;;;;;;;;;;;;;;;;;;
10.06.09;3484.F001;;Schacht rund, Fernmeldewesen;Text;;;;;;;;;;;;;;;;;;;;;
27.08.02;3485.F001;2.5.4.7;Funkmast;Punkt;;;;;;;;;;;;;;;;;;;;;
27.08.02;3486.F001;2.5.8.3;Fernsprecher;Punkt;;;;;;;;;;;;;;;;;;;;;
