Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung
25.09.2012;11002-2002;;Verwaltungsstreitverfahren (Grenze);Linie;0;1010
25.09.2012;11002-2003;;Mittellinie in Gewaessern;Linie;I37;1010
25.09.2012;11002-2100;;Topographische Gewaesserbegrenzung;Linie;H15;1010
25.09.2012;11002-2500;;Grenze der Region;Linie;0;1010
25.09.2012;11002-7108;;Grenze der Verwaltungsgemeinschaft;Linie;0;1010
25.09.2012;11003-1000;;Marke, allgemein;Punkt;a05;1010
25.09.2012;11003-1100;;Stein;Punkt;a05;1010
25.09.2012;11003-1110;;Stein, Grenzstein;Punkt;a05;1010
25.09.2012;11003-1140;;Kunststoffmarke;Punkt;a05;1010
25.09.2012;11003-1160;;Landesgrenzstein;Punkt;a05;1010
25.09.2012;11003-1170;;Kilometerstein;Punkt;a05;1010
25.09.2012;11003-1190;;Stein mit Besonderheiten in Form oder Material;Punkt;a05;1010
25.09.2012;11003-1200;;Rohr;Punkt;a05;1010
25.09.2012;11003-1201;;Rohr mit Schutzkappe;Punkt;a05;1010
25.09.2012;11003-1220;;Kunststoffrohr;Punkt;a05;1010
25.09.2012;11003-1221;;Kunststoffrohr (mit Schutzkappe);Punkt;a05;1010
25.09.2012;11003-1230;;Drainrohr;Punkt;a05;1010
25.09.2012;11003-1240;;Rohr mit Schutzkasten;Punkt;a05;1010
25.09.2012;11003-1250;;Zementrohr;Punkt;a05;1010
25.09.2012;11003-1260;;Glasrohr;Punkt;a05;1010
25.09.2012;11003-1290;;Tonrohr;Punkt;a05;1010
25.09.2012;11003-1300;;Bolzen/Nagel;Punkt;a05;1010
25.09.2012;11003-1310;;Bolzen;Punkt;a05;1010
25.09.2012;11003-1320;;Nagel;Punkt;a05;1010
25.09.2012;11003-1400;;Meisselzeichen (z. B. Kreuz, Kerbe, Anker);Punkt;a05;1010
25.09.2012;11003-1500;;Pfahl;Punkt;a05;1010
25.09.2012;11003-1600;;Sonstige Marke;Punkt;a05;1010
25.09.2012;11003-1610;;Marke in Schutzbehaelter;Punkt;a05;1010
25.09.2012;11003-1620;;Flasche;Punkt;a05;1010
25.09.2012;11003-1630;;Platte;Punkt;a05;1010
25.09.2012;11003-1635;;Platte mit Loch;Punkt;a05;1010
25.09.2012;11003-1640;;Hohlziegel;Punkt;a05;1010
25.09.2012;11003-1650;;Klebemarke;Punkt;a05;1010
25.09.2012;11003-1700;;Punkt dauerhaft und gut erkennbar festgelegt;Punkt;a05;1010
25.09.2012;11003-1720;;Grenzsaeule;Punkt;a05;1010
25.09.2012;12001-0000;;LagebezeichnungOhneHausnummer;Text;1;1011
25.09.2012;12002-0000;;LagebezeichnungMitHausnummer;Text;1;1011
25.09.2012;12003-0000;;LagebezeichnungMitPseudonummer;Text;1;1099
25.09.2012;19001-0000;;Lagefestpunkt;Text;1;1200
25.09.2012;19002-0000;;Hoehenfestpunkt;Text;1;1200
25.09.2012;31001-0000;;Gebaeude;Text;1;1011
08.03.2013;31001-0000;;Gebaeude;Linie;0;1011
25.09.2012;31001-1000;;Wohnen (allgemein);Linie;H64;1011
25.09.2012;31001-1020;;Wohnheim;Linie;H64;1011
25.09.2012;31001-1021;;Kinderheim;Linie;H64;1011
25.09.2012;31001-1022;;Seniorenwohnhaus, Seniorenheim;Linie;H64;1011
25.09.2012;31001-1023;;Schwesternwohnheim;Linie;H64;1011
25.09.2012;31001-1024;;Studenten-, Schuelerwohnheim;Linie;H64;1011
25.09.2012;31001-1025;;Schullandheim;Linie;H64;1011
25.09.2012;31001-1100;;Gemischt genutztes Gebaeude mit Wohnen;Linie;H64;1011
25.09.2012;31001-1110;;Wohnen mit Gemeinbedarf;Linie;H64;1011
25.09.2012;31001-1120;;Wohnen mit Handel und Dienstleistungen;Linie;H64;1011
25.09.2012;31001-1121;;Wohnen und Verwaltung;Linie;H64;1011
25.09.2012;31001-1122;;Wohn- und Buerogebaeude;Linie;H64;1011
25.09.2012;31001-1123;;Wohn- und Geschaeftsgebaeude;Linie;H64;1011
25.09.2012;31001-1130;;Wohnen mit Gewerbe und Industrie;Linie;H64;1011
25.09.2012;31001-1131;;Wohn- und Betriebsgebaeude;Linie;H64;1011
25.09.2012;31001-1210;;Land- und forstwirtschaftliches Wohngebaeude;Linie;H64;1011
25.09.2012;31001-1220;;Land- und forstwirtschaftliches Wohn- und Betriebsgebaeude;Linie;H64;1011
25.09.2012;31001-1221;;Bauernhaus;Linie;H64;1011
25.09.2012;31001-1222;;Wohn- und Wirtschaftsgebaeude;Linie;H64;1011
25.09.2012;31001-1223;;Forsthaus;Linie;H64;1011
25.09.2012;31001-1310;;Freizeit;Linie;H64;1011
25.09.2012;31001-1311;;Ferienhaus;Linie;H64;1011
25.09.2012;31001-1312;;Wochenendhaus;Linie;H64;1011
25.09.2012;31001-1313;;Gartenhaus;Linie;H64;1011
25.09.2012;31001-2000;;Wirtschaft oder Gewerbe (allgemein);Linie;H64;1011
25.09.2012;31001-2010;;Handel und Dienstleistungen;Linie;H64;1011
25.09.2012;31001-2020;;Verwaltungs-, Buerogebaeude;Linie;H64;1011
25.09.2012;31001-2030;;Kreditinstitut, Bank;Linie;H64;1011
25.09.2012;31001-2040;;Versicherung;Linie;H64;1011
25.09.2012;31001-2050;;Handel, Geschaeft;Linie;H64;1011
25.09.2012;31001-2051;;Kaufhaus;Linie;H64;1011
25.09.2012;31001-2052;;Einkaufszentrum;Linie;H64;1011
25.09.2012;31001-2053;;Markthalle;Linie;H64;1011
25.09.2012;31001-2054;;Laden;Linie;H64;1011
25.09.2012;31001-2055;;Kiosk;Linie;H64;1011
25.09.2012;31001-2056;;Apotheke;Linie;H64;1011
25.09.2012;31001-2060;;Messe, Ausstellung;Linie;H64;1011
25.09.2012;31001-2070;;Beherbergung;Linie;H64;1011
25.09.2012;31001-2071;;Hotel, Motel, Pension;Linie;H64;1011
25.09.2012;31001-2072;;Jugendherberge;Linie;H65;1011
25.09.2012;31001-2074;;Campingplatz;Linie;H65;1011
25.09.2012;31001-2080;;Restauration;Linie;H65;1011
25.09.2012;31001-2081;;Gaststaette, Restaurant;Linie;H65;1011
25.09.2012;31001-2082;;Huette (ohne UEbernachtungsmoeglichkeit);Linie;H64;1011
25.09.2012;31001-2083;;Kantine;Linie;H64;1011
25.09.2012;31001-2090;;Freizeit- und Vergnuegungsstaette;Linie;H65;1011
25.09.2012;31001-2091;;Festsaal;Linie;H65;1011
25.09.2012;31001-2092;;Kino;Linie;H65;1011
25.09.2012;31001-2093;;Kegel-, Bowlinghalle;Linie;H65;1011
25.09.2012;31001-2094;;Spielkasino;Linie;H65;1011
25.09.2012;31001-2100;;Gewerbe und Industrie (allgemein);Linie;H65;1011
25.09.2012;31001-2110;;Produktion;Linie;H65;1011
25.09.2012;31001-2111;;Fabrik;Linie;H65;1011
25.09.2012;31001-2112;;Betrieb;Linie;H65;1011
25.09.2012;31001-2120;;Werkstatt;Linie;H65;1011
25.09.2012;31001-2130;;Tankstelle;Linie;H65;1011
25.09.2012;31001-2140;;Lager;Linie;H65;1011
25.09.2012;31001-2141;;Kuehlhaus;Linie;H65;1011
25.09.2012;31001-2142;;Speicher;Linie;H65;1011
25.09.2012;31001-2143;;Lagerhalle, Lagerschuppen, Lagerhaus;Linie;H65;1011
25.09.2012;31001-2150;;Transport;Linie;H65;1011
25.09.2012;31001-2160;;Forschung;Linie;H65;1011
25.09.2012;31001-2170;;Grundstoffgewinnung;Linie;H65;1011
25.09.2012;31001-2171;;Bergwerk;Linie;H65;1011
25.09.2012;31001-2172;;Saline;Linie;H65;1011
25.09.2012;31001-2180;;Betriebliche Sozialeinrichtung;Linie;H65;1011
25.09.2012;31001-2200;;Sonstiges Gebaeude fuer Gewerbe und Industrie;Linie;H65;1011
25.09.2012;31001-2210;;Muehle;Linie;H65;1011
25.09.2012;31001-2211;;Windmuehle;Linie;H65;1011
25.09.2012;31001-2212;;Wassermuehle;Linie;H65;1011
25.09.2012;31001-2213;;Schoepfwerk;Linie;H65;1011
25.09.2012;31001-2220;;Wetterstation;Linie;H65;1011
25.09.2012;31001-2310;;Handel und Dienstleistung mit Wohnen;Linie;H65;1011
25.09.2012;31001-2320;;Gewerbe und Industrie mit Wohnen;Linie;H65;1011
25.09.2012;31001-2400;;Betriebsgebaeude zu Verkehrsanlagen (allgemein);Linie;H65;1011
25.09.2012;31001-2410;;Strass¸enverkehr;Linie;H65;1011
25.09.2012;31001-2411;;Strass¸enmeisterei;Linie;H65;1011
25.09.2012;31001-2412;;Wartehalle;Linie;H65;1011
25.09.2012;31001-2420;;Schienenverkehr;Linie;H65;1011
25.09.2012;31001-2421;;Bahnwaerterhaus;Linie;H65;1011
25.09.2012;31001-2422;;Lokschuppen, Wagenhalle;Linie;H65;1011
25.09.2012;31001-2423;;Stellwerk, Blockstelle;Linie;H65;1011
25.09.2012;31001-2424;;Gueterbahnhof;Linie;H65;1011
25.09.2012;31001-2430;;Luftfahrt;Linie;H65;1011
25.09.2012;31001-2431;;Flugzeughalle;Linie;H65;1011
25.09.2012;31001-2440;;Schifffahrt;Linie;H65;1011
25.09.2012;31001-2441;;Werft (Halle);Linie;H65;1011
25.09.2012;31001-2442;;Dock (Halle);Linie;H65;1011
25.09.2012;31001-2443;;Schleuse;Linie;H65;1011
25.09.2012;31001-2444;;Bootshaus;Linie;H65;1011
25.09.2012;31001-2450;;Seilbahn;Linie;H65;1011
25.09.2012;31001-2451;;Drahtseilbahn (Spannwerk);Linie;H65;1011
25.09.2012;31001-2460;;Parken;Linie;H65;1011
25.09.2012;31001-2461;;Parkhaus;Linie;H65;1011
25.09.2012;31001-2462;;Parkdeck;Linie;H65;1011
25.09.2012;31001-2463;;Garage;Linie;H65;1011
25.09.2012;31001-2464;;Fahrzeughalle;Linie;H65;1011
25.09.2012;31001-2465;;Tiefgarage;Linie;H65;1011
25.09.2012;31001-2500;;Versorgung (allgemein);Linie;H65;1011
25.09.2012;31001-2501;;Energieversorgung;Linie;H65;1011
25.09.2012;31001-2510;;Wasserversorgung;Linie;H65;1011
25.09.2012;31001-2511;;Wasserwerk;Linie;H65;1011
25.09.2012;31001-2512;;Pumpstation;Linie;H65;1011
25.09.2012;31001-2513;;Wasserbehaelter;Linie;H65;1011
25.09.2012;31001-2520;;Elektrizitaetsversorgung;Linie;H65;1011
25.09.2012;31001-2521;;Elektrizitaetswerk;Linie;H65;1011
25.09.2012;31001-2522;;Umspannwerk;Linie;H65;1011
25.09.2012;31001-2523;;Umformer;Linie;H65;1011
25.09.2012;31001-2527;;Reaktor;Linie;H65;1011
25.09.2012;31001-2528;;Turbinenhaus;Linie;H65;1011
25.09.2012;31001-2540;;Funk- und Fernmeldewesen;Linie;H65;1011
25.09.2012;31001-2560;;Oberirdisches Gebaeude an unterirdischen Leitungen;Linie;H65;1011
25.09.2012;31001-2570;;Gasversorgung;Linie;H65;1011
25.09.2012;31001-2571;;Gaswerk;Linie;H65;1011
25.09.2012;31001-2580;;Heizwerk;Linie;H65;1011
25.09.2012;31001-2590;;Versorgungsanlage;Linie;H65;1011
25.09.2012;31001-2591;;Pumpwerk (nicht fuer Wasserversorgung);Linie;H65;1011
25.09.2012;31001-2600;;Entsorgung (allgemein);Linie;H65;1011
25.09.2012;31001-2610;;Abwasserbeseitigung;Linie;H65;1011
25.09.2012;31001-2611;;Klaeranlage;Linie;H65;1011
25.09.2012;31001-2612;;Toilette;Linie;H65;1011
25.09.2012;31001-2620;;Abfallbehandlung;Linie;H65;1011
25.09.2012;31001-2621;;Abfallagerung;Linie;H65;1011
25.09.2012;31001-2622;;Muellverbrennungsanlage;Linie;H65;1011
25.09.2012;31001-2623;;Abfalldeponie;Linie;H65;1011
25.09.2012;31001-2700;;Land- und Forstwirtschaft (allgemein);Linie;H65;1011
25.09.2012;31001-2720;;Land- und forstwirtschaftliches Betriebsgebaeude;Linie;H65;1011
25.09.2012;31001-2721;;Scheune;Linie;H65;1011
25.09.2012;31001-2723;;Schuppen;Linie;H65;1011
25.09.2012;31001-2724;;Stall;Linie;H65;1011
25.09.2012;31001-2726;;Scheune und Stall;Linie;H65;1011
25.09.2012;31001-2727;;Tiergross¸haltung;Linie;H65;1011
25.09.2012;31001-2728;;Reithalle;Linie;H65;1011
25.09.2012;31001-2729;;Wirtschaftsgebaeude;Linie;H65;1011
25.09.2012;31001-2732;;Almhuette;Linie;H65;1011
25.09.2012;31001-2735;;Jagdhaus, Jagdhuette;Linie;H65;1011
25.09.2012;31001-2740;;Gewaechshaus;Linie;H65;1011
25.09.2012;31001-2741;;Gewaechs-, Treibhaus;Linie;H65;1011
25.09.2012;31001-2742;;Auf Schienen verschiebbares Gewaechshaus;Linie;H65;1011
25.09.2012;31001-3000;;Gemeinwesen (allgemein);Linie;H65;1011
25.09.2012;31001-3010;;Verwaltung;Linie;H65;1011
25.09.2012;31001-3011;;Parlament;Linie;H65;1011
25.09.2012;31001-3012;;Rathaus;Linie;H65;1011
25.09.2012;31001-3013;;Post;Linie;H65;1011
25.09.2012;31001-3014;;Zollamt;Linie;H65;1011
25.09.2012;31001-3015;;Gericht;Linie;H65;1011
25.09.2012;31001-3016;;Botschaft, Konsulat;Linie;H65;1011
25.09.2012;31001-3017;;Kreisverwaltung;Linie;H65;1011
25.09.2012;31001-3018;;Bezirksregierung;Linie;H65;1011
25.09.2012;31001-3020;;Bildung und Forschung;Linie;H65;1011
25.09.2012;31001-3021;;Schule;Linie;H65;1011
25.09.2012;31001-3022;;Berufs-, Fach-, Volkshochschule;Linie;H65;1011
25.09.2012;31001-3023;;Fachhochschule, Universitaet (Hochschulgebaeude);Linie;H65;1011
25.09.2012;31001-3024;;Forschungsinstitut;Linie;H65;1011
25.09.2012;31001-3030;;Kultur;Linie;H65;1011
25.09.2012;31001-3031;;Schloss;Linie;H65;1011
25.09.2012;31001-3032;;Theater, Oper;Linie;H65;1011
25.09.2012;31001-3033;;Konzertgebaeude;Linie;H65;1011
25.09.2012;31001-3034;;Museum;Linie;H65;1011
25.09.2012;31001-3035;;Rundfunk, Fernsehen;Linie;H65;1011
25.09.2012;31001-3036;;Veranstaltungsgebaeude;Linie;H65;1011
25.09.2012;31001-3037;;Bibliothek, Buecherei;Linie;H65;1011
25.09.2012;31001-3038;;Burg, Festung;Linie;H65;1011
25.09.2012;31001-3040;;Religioese Zwecke;Linie;H65;1011
25.09.2012;31001-3041;;Kirche;Linie;H65;1011
25.09.2012;31001-3042;;Synagoge;Linie;H65;1011
25.09.2012;31001-3043;;Kapelle;Linie;H65;1011
25.09.2012;31001-3044;;Gemeindehaus, Kuesterei;Linie;H65;1011
25.09.2012;31001-3045;;Gotteshaus (andere Relioionsgemeinschaft;Linie;H65;1011
25.09.2012;31001-3046;;Moschee;Linie;H65;1011
25.09.2012;31001-3047;;Tempel;Linie;H65;1011
25.09.2012;31001-3050;;Gesundheit;Linie;H65;1011
25.09.2012;31001-3051;;Krankenhaus;Linie;H65;1011
25.09.2012;31001-3052;;Heilanstalt, Pflegeanstallt;Linie;H65;1011
25.09.2012;31001-3060;;Soziale Zwecke;Linie;H65;1011
25.09.2012;31001-3061;;Jugendfreizeitheim;Linie;H65;1011
25.09.2012;31001-3062;;Freizeit-, Vereinsheim, Dorfgemeinschafts-, Buergerhaus;Linie;H65;1011
25.09.2012;31001-3063;;Seniorenfreizeitstaette;Linie;H65;1011
25.09.2012;31001-3064;;Fremden-,Obdachlosenheim;Linie;H65;1011
25.09.2012;31001-3065;;Kindergarten, Kindertagesstaette;Linie;H65;1011
25.09.2012;31001-3070;;Sicherheit und Ordnung;Linie;H65;1011
25.09.2012;31001-3071;;Polizei;Linie;H65;1011
25.09.2012;31001-3072;;Feuerwehr;Linie;H65;1011
25.09.2012;31001-3073;;Kaserne;Linie;H65;1011
25.09.2012;31001-3074;;Schutzbunker;Linie;H65;1011
25.09.2012;31001-3075;;Gefaengnis;Linie;H65;1011
25.09.2012;31001-3080;;Friedhof;Linie;H65;1011
25.09.2012;31001-3081;;Trauerhalle;Linie;H65;1011
25.09.2012;31001-3082;;Krematorium;Linie;H65;1011
25.09.2012;31001-3090;;Empfangsgebaeude;Linie;H65;1011
25.09.2012;31001-3091;;Bahnhof;Linie;H65;1011
25.09.2012;31001-3092;;Flughafen;Linie;H65;1011
25.09.2012;31001-3094;;U-Bahnhof;Linie;H65;1011
25.09.2012;31001-3095;;S-Bahnhof;Linie;H65;1011
25.09.2012;31001-3097;;Omnibusbahnhof;Linie;H65;1011
25.09.2012;31001-3100;;Gemeinbedarf mit Wohnen;Linie;H65;1011
25.09.2012;31001-3200;;Erholung (allgemein);Linie;H65;1011
25.09.2012;31001-3210;;Sport;Linie;H65;1011
25.09.2012;31001-3211;;Sport-, Turnhalle;Linie;H65;1011
25.09.2012;31001-3212;;Sportplatz;Linie;H65;1011
25.09.2012;31001-3220;;Baden;Linie;H65;1011
25.09.2012;31001-3221;;Hallenbad;Linie;H65;1011
25.09.2012;31001-3222;;Freibad;Linie;H65;1011
25.09.2012;31001-3230;;Stadion;Linie;H65;1011
25.09.2012;31001-3240;;Kurbetrieb;Linie;H65;1011
25.09.2012;31001-3241;;Badegebaeude fuer medizinische Zwecke;Linie;H65;1011
25.09.2012;31001-3242;;Sanatorium;Linie;H65;1011
25.09.2012;31001-3260;;Zoo;Linie;H65;1011
25.09.2012;31001-3261;;Empfangsgebaeude im Zoo;Linie;H65;1011
25.09.2012;31001-3262;;Aquarium, Terrarium, Voliere;Linie;H65;1011
25.09.2012;31001-3263;;Tierschauhaus;Linie;H65;1011
25.09.2012;31001-3264;;Stall im Zoo;Linie;H65;1011
25.09.2012;31001-3270;;Botanik;Linie;H65;1011
25.09.2012;31001-3271;;Empfangsgebaeude fuer Botanik;Linie;H65;1011
25.09.2012;31001-3272;;Gewaechshaus (Botanik);Linie;H65;1011
25.09.2012;31001-3273;;Pflanzenschauhaus;Linie;H65;1011
25.09.2012;31001-3280;;Gebaeude fuer andere Erholungseinrichtung;Linie;H65;1011
25.09.2012;31001-3281;;Schutzhuette;Linie;H65;1011
25.09.2012;31001-3290;;Touristisches Informationszentrum;Linie;H65;1011
25.09.2012;31002-0000;;Bauteil;Linie;0;1011
25.09.2012;31002-0000;;Bauteil;Flaeche;0;1011
25.09.2012;31002-1100;;Geringgeschossiger Gebaeudeteil;Linie;0;1011
25.09.2012;31002-1100;;Geringgeschossiger Gebaeudeteil;Flaeche;0;1011
25.09.2012;31002-1200;;Hoehergeschossiger Gebaeudeteil;Linie;0;1011
25.09.2012;31002-1200;;Mehrgeschossiger Gebaeudeteil;Flaeche;0;1011
25.09.2012;31002-1300;;Hochhausgebaeudeteil;Flaeche;0;1011
25.09.2012;31002-1400;;Abweichende Geschosshoehe;Linie;0;1011
25.09.2012;31002-1400;;Abweichende Geschosshoehe;Flaeche;0;1011
25.09.2012;31002-2000;;Keller;Flaeche;0;1011
25.09.2012;31002-2100;;Tiefgarage;Flaeche;0;1011
25.09.2012;31002-2300;;Loggia;Flaeche;0;1011
25.09.2012;31002-2350;;Wintergarten;Flaeche;0;1011
25.09.2012;31002-2400;;Arcade;Flaeche;0;1011
25.09.2012;31002-2500;;Auskragende/zurueckspringende Geschosse;Flaeche;0;1011
25.09.2012;31002-2510;;Auskragende Geschosse;Flaeche;0;1011
25.09.2012;31002-2520;;Zurueckspringende Geschosse;Flaeche;0;1011
25.09.2012;31002-2610;;Durchfahrt im Gebaeude;Flaeche;0;1011
25.09.2012;31002-2620;;Durchfahrt an ueberbauter Verkehrsstrass¸e;Flaeche;0;1011
25.09.2012;31002-2710;;Schornstein im Gebaeude;Linie;0;1011
25.09.2012;31002-2710;;Schornstein im Gebaeude;Flaeche;0;1011
25.09.2012;31002-2720;;Turm im Gebaeude;Linie;0;1011
25.09.2012;31002-2720;;Turm im Gebaeude;Flaeche;0;1011
25.09.2012;31002-9999;;Sonstiges;Linie;0;1011
25.09.2012;31002-9999;;Sonstiges;Flaeche;0;1011
25.09.2012;31003-0000;;BesondereGebaeudelinie;Linie;0;1011
25.09.2012;31003-2100;;Unverputzt;Linie;0;1011
25.09.2012;31003-2200;;Verputzt;Linie;0;1011
25.09.2012;31003-2300;;Verklinkert;Linie;0;1011
25.09.2012;31003-3100;;Holz;Linie;0;1011
25.09.2012;31003-3200;;Sichtbeton;Linie;0;1011
25.09.2012;31003-3300;;Naturstein;Linie;0;1011
25.09.2012;31003-3400;;Glas;Linie;0;1011
25.09.2012;31003-4000;;Trennlinie nicht eindeutig festgelegt;Linie;0;1011
25.09.2012;31003-9999;;Sonstiges;Linie;0;1011
25.09.2012;31005-0000;;BesondererGebaeudepunkt;Punkt;15;1011
25.09.2012;31005-1100;;First;Punkt;15;1012
25.09.2012;31005-1200;;Traufe;Punkt;15;1012
25.09.2012;31005-2100;;Eingang;Punkt;15;1012
25.09.2012;31005-2200;;Lichtschacht;Punkt;15;1012
25.09.2012;41001-0000;;Wohnbauflaeche;Linie;0;1012
25.09.2012;41002-0000;;IndustrieUndGewerbeflaeche;Linie;0;1012
25.09.2012;41002-1400;;Handel und Dienstleistung;Linie;0;1012
25.09.2012;41002-1410;;Verwaltung, freie Berufe;Linie;0;1012
25.09.2012;41002-1420;;Bank, Kredit;Linie;0;1012
25.09.2012;41002-1430;;Versicherung;Linie;0;1012
25.09.2012;41002-1440;;Handel;Linie;0;1012
25.09.2012;41002-1450;;Ausstellung, Messe;Linie;0;1012
25.09.2012;41002-1460;;Beherbergung;Linie;0;1012
25.09.2012;41002-1470;;Restauration;Linie;0;1012
25.09.2012;41002-1480;;Vergnuegung;Linie;0;1012
25.09.2012;41002-1490;;Gaertnerei;Linie;0;1012
25.09.2012;41002-1700;;Industrie und Gewerbe;Linie;0;1012
25.09.2012;41002-1701;;Gebaeude- und Freiflaeche Industrie und Gewerbe;Linie;0;1012
25.09.2012;41002-1710;;Produktion;Linie;0;1012
25.09.2012;41002-1720;;Handwerk;Linie;0;1012
25.09.2012;41002-1730;;Tankstelle;Linie;0;1012
25.09.2012;41002-1740;;Lagerplatz;Linie;0;1012
25.09.2012;41002-1750;;Transport;Linie;0;1012
25.09.2012;41002-1760;;Forschung;Linie;0;1012
25.09.2012;41002-1770;;Grundstoff;Linie;0;1012
25.09.2012;41002-1780;;Betriebliche Sozialeinrichtung;Linie;0;1012
25.09.2012;41002-1790;;Werft;Linie;0;1012
25.09.2012;41002-2500;;Versorgungsanlage;Linie;0;1012
25.09.2012;41002-2501;;Gebaeude- und Freiflaeche Versorgungsanlage;Linie;0;1012
25.09.2012;41002-2502;;Betriebsflaeche Versorgungsanlage;Linie;0;1012
25.09.2012;41002-2510;;Foerderanlage;Linie;0;1012
25.09.2012;41002-2520;;Wasserwerk;Linie;0;1012
25.09.2012;41002-2521;;Gebaeude- und Freiflaeche Versorgungsanlage, Wasser;Linie;0;1012
25.09.2012;41002-2522;;Betriebsflaeche Versorgungsanlage, Wasser;Linie;0;1012
25.09.2012;41002-2530;;Kraftwerk;Linie;0;1012
25.09.2012;41002-2531;;Gebaeude- und Freiflaeche Versorgungsanlage, Elektrizitaet;Linie;0;1012
25.09.2012;41002-2532;;Betriebsflaeche Versorgungsanlage, Elektrizitaet;Linie;0;1012
25.09.2012;41002-2540;;Umspannstation;Linie;0;1012
25.09.2012;41002-2550;;Raffinerie;Linie;0;1012
25.09.2012;41002-2551;;Gebaeude- und Freiflaeche Versorgungsanlage, Oel;Linie;0;1012
25.09.2012;41002-2552;;Betriebsflaeche Versorganlage, Oel;Linie;0;1012
25.09.2012;41002-2560;;Gaswerk;Linie;0;1012
25.09.2012;41002-2561;;Gebaeude- und Freiflaeche Versorgungsanlage, Gas;Linie;0;1012
25.09.2012;41002-2562;;Betriebsflaeche Versorgungsanlage, Gas;Linie;0;1012
25.09.2012;41002-2570;;Heizwerk;Linie;0;1012
25.09.2012;41002-2571;;Gebaude- und Freiflaeche Versorgungsanlage, Waerme;Linie;0;1012
25.09.2012;41002-2572;;Betriebsflaeche Versorgungsanlage, Waerme;Linie;0;1012
25.09.2012;41002-2580;;Funk- und Fernmeldeanlage;Linie;0;1012
25.09.2012;41002-2581;;Fernmeldewese;Linie;0;1012
25.09.2012;41002-2582;;Betriebsflaeche Versorgungsanlage, Funk- und Fernmeldewesen;Linie;0;1012
25.09.2012;41002-2600;;Entsorgung;Linie;0;1012
25.09.2012;41002-2601;;Gebaeude- und Freiflaeche Entsorgungsanlage;Linie;0;1012
25.09.2012;41002-2602;;Betriebsflaeche Entsorgungsanlage;Linie;0;1012
25.09.2012;41002-2610;;Klaeranlage, Klaerwerk;Linie;0;1012
25.09.2012;41002-2611;;Gebaeude-und Freiflaeche Entsorgungsanlage, Abwasserbeseitigung;Linie;0;1012
25.09.2012;41002-2612;;Betriebsflaeche Entsorgungsanlage, Abwasserbeseitigung;Linie;0;1012
25.09.2012;41002-2620;;Abfallbehandlungsanlage;Linie;0;1012
25.09.2012;41002-2621;;Gebaeude- und Freiflaeche Entsorgungsanlage, Abfallbeseitigung;Linie;0;1012
25.09.2012;41002-2622;;Betriebsflaeche Entsorgungsanlage, Abfallbeseitigung;Linie;0;1012
25.09.2012;41002-2623;;Betriebsflaeche Entsorgungsanlage, Schlamm;Linie;0;1012
25.09.2012;41002-2630;;Deponie (oberirdisch;Linie;0;1012
25.09.2012;41002-2640;;Deponie (untertaegig);Linie;0;1012
25.09.2012;41003-0000;;Halde;Linie;0;1012
25.09.2012;41003-2000;;Kohle;Linie;0;1012
25.09.2012;41003-4000;;Erde;Linie;0;1012
25.09.2012;41003-5000;;Schutt;Linie;0;1012
25.09.2012;41003-6000;;Schlacke;Linie;0;1012
25.09.2012;41003-7000;;Abraum;Linie;0;1012
25.09.2012;41003-8000;;Schrott, Altmaterial;Linie;0;1012
25.09.2012;41003-9999;;Sonstiges;Linie;0;1012
25.09.2012;41004-0000;;Bergbaubetrieb;Linie;0;1012
25.09.2012;41004-1001;;Ton;Linie;0;1012
25.09.2012;41004-1007;;Kalk, Kalktuff, Kreide;Linie;0;1012
25.09.2012;41004-2002;;Schiefer, Dachschiefer;Linie;0;1012
25.09.2012;41004-2003;;Methamorphe Schiefer;Linie;0;1012
25.09.2012;41004-2005;;Kalkstein;Linie;0;1012
25.09.2012;41004-2006;;Dolomitstein;Linie;0;1012
25.09.2012;41004-2013;;Basalt, Diabas;Linie;0;1012
25.09.2012;41004-2021;;Talkschiefer, Speckstein;Linie;0;1012
25.09.2012;41004-3000;;Erze;Linie;0;1012
25.09.2012;41004-3001;;Eisen;Linie;0;1012
25.09.2012;41004-3002;;Buntmetallerze;Linie;0;1012
25.09.2012;41004-3003;;Kupfer;Linie;0;1012
25.09.2012;41004-3005;;Zink;Linie;0;1012
25.09.2012;41004-3006;;Zinn;Linie;0;1012
25.09.2012;41004-3007;;Wismut, Kobalt, Nickel;Linie;0;1012
25.09.2012;41004-3008;;Uran;Linie;0;1012
25.09.2012;41004-3009;;Mangan;Linie;0;1012
25.09.2012;41004-3010;;Antimon;Linie;0;1012
25.09.2012;41004-3011;;Edelmetallerze;Linie;0;1012
25.09.2012;41004-4000;;Treib- und Brennstoffe;Linie;0;1012
25.09.2012;41004-4020;;Kohle;Linie;0;1012
25.09.2012;41004-4021;;Braunkohle;Linie;0;1012
25.09.2012;41004-4022;;Steinkohle;Linie;0;1012
25.09.2012;41004-4030;;Oelschiefer;Linie;0;1012
25.09.2012;41004-5000;;Industrieminerale, Salze;Linie;0;1012
25.09.2012;41004-5001;;Gipsstein;Linie;0;1012
25.09.2012;41004-5002;;Anhydritstein;Linie;0;1012
25.09.2012;41004-5003;;Steinsalz;Linie;0;1012
25.09.2012;41004-5004;;Kalisalz;Linie;0;1012
25.09.2012;41004-5005;;Kalkspat;Linie;0;1012
